num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorol?ico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S004794;12/02/2023;16:51:00;"AVDA. BARRANQUILLA, 15";15;16;HORTALEZA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peat?;De 60 a 64 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"445795,75";"4480634,968";N;NULL
2023S004796;12/02/2023;18:30:00;"AVDA. PADRE PIQUER, 58";58;10;LATINA;Alcance;NULL;Turismo;Conductor;De 35 a 39 a?s;Hombre;NULL;NULL;"434906,422";"4471441,067";S;NULL
2023S004796;12/02/2023;18:30:00;"AVDA. PADRE PIQUER, 58";58;10;LATINA;Alcance;NULL;Turismo;Conductor;De 50 a 54 a?s;Mujer;NULL;NULL;"434906,422";"4471441,067";N;NULL
2023S004796;12/02/2023;18:30:00;"AVDA. PADRE PIQUER, 58";58;10;LATINA;Alcance;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"434906,422";"4471441,067";N;NULL
2023S004796;12/02/2023;18:30:00;"AVDA. PADRE PIQUER, 58";58;10;LATINA;Alcance;NULL;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"434906,422";"4471441,067";N;NULL
2023S004798;12/02/2023;17:30:00;AVENIDA BLAS DE LEZO CON M-45;9;19;VIC?LVARO;Alcance;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"453019,37";"4473429,756";N;NULL
2023S004798;12/02/2023;17:30:00;AVENIDA BLAS DE LEZO CON M-45;9;19;VIC?LVARO;Alcance;Despejado;Turismo;Conductor;De 40 a 44 a?s;Mujer;14;Sin asistencia sanitaria;"453019,37";"4473429,756";N;NULL
2023S004798;12/02/2023;17:30:00;AVENIDA BLAS DE LEZO CON M-45;9;19;VIC?LVARO;Alcance;Despejado;Turismo;Pasajero;De 6 a 9 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"453019,37";"4473429,756";N;NULL
2023S004799;12/02/2023;16:39:00;"CALL. SANTA PETRONILA, 3";3;17;VILLAVERDE;Choque contra obst?ulo fijo;Despejado;Furgoneta;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"441213,917";"4466980,471";N;NULL
2023S004799;12/02/2023;16:39:00;"CALL. SANTA PETRONILA, 3";3;17;VILLAVERDE;Choque contra obst?ulo fijo;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"441213,917";"4466980,471";N;NULL
2023S004800;12/02/2023;19:20:00;"CALL. CANARIAS, 62";62;2;ARGANZUELA;Colisi? m?tiple;NULL;Motocicleta hasta 125cc;Conductor;Desconocido;Desconocido;NULL;NULL;"441122,877";"4472474,981";N;NULL
2023S004800;12/02/2023;19:20:00;"CALL. CANARIAS, 62";62;2;ARGANZUELA;Colisi? m?tiple;NULL;Turismo;Conductor;De 25 a 29 a?s;Hombre;14;Sin asistencia sanitaria;"441122,877";"4472474,981";S;NULL
2023S004800;12/02/2023;19:20:00;"CALL. CANARIAS, 62";62;2;ARGANZUELA;Colisi? m?tiple;NULL;Turismo;Conductor;De 35 a 39 a?s;Mujer;14;Sin asistencia sanitaria;"441122,877";"4472474,981";N;NULL
2023S004800;12/02/2023;19:20:00;"CALL. CANARIAS, 62";62;2;ARGANZUELA;Colisi? m?tiple;NULL;Turismo;Pasajero;De 25 a 29 a?s;Mujer;NULL;NULL;"441122,877";"4472474,981";N;NULL
2023S004800;12/02/2023;19:20:00;"CALL. CANARIAS, 62";62;2;ARGANZUELA;Colisi? m?tiple;NULL;Turismo;Pasajero;De 30 a 34 a?s;Mujer;NULL;NULL;"441122,877";"4472474,981";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"436290,031";"4472879,125";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 35 a 39 a?s;Hombre;14;Sin asistencia sanitaria;"436290,031";"4472879,125";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"436290,031";"4472879,125";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Pasajero;De 35 a 39 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"436290,031";"4472879,125";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Pasajero;De 50 a 54 a?s;Hombre;14;Sin asistencia sanitaria;"436290,031";"4472879,125";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Pasajero;De 6 a 9 a?s;Mujer;14;Sin asistencia sanitaria;"436290,031";"4472879,125";N;NULL
2023S004801;12/02/2023;19:00:00;CALL. CARLINA / CEBRER;2;10;LATINA;Colisi? m?tiple;Despejado;Turismo;Pasajero;Menor de 5 a?s;Hombre;14;Sin asistencia sanitaria;"436290,031";"4472879,125";N;NULL
2023S004802;12/02/2023;19:35:00;"AUTOV. A-4, ENTRADA PK4.800";+00400E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 25 a 29 a?s;Mujer;14;Sin asistencia sanitaria;"441872,057";"4469947,488";N;NULL
2023S004802;12/02/2023;19:35:00;"AUTOV. A-4, ENTRADA PK4.800";+00400E;13;PUENTE DE VALLECAS;Alcance;NULL;Turismo;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"441872,057";"4469947,488";N;NULL
2023S004803;12/02/2023;20:30:00;"CALL. VIRGEN DE NIEVA, 1";1;7;CHAMBER?;Colisi? lateral;Despejado;Turismo;Conductor;De 25 a 29 a?s;Mujer;NULL;NULL;"440271,006";"4477436,297";N;NULL
2023S004803;12/02/2023;20:30:00;"CALL. VIRGEN DE NIEVA, 1";1;7;CHAMBER?;Colisi? lateral;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"440271,006";"4477436,297";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Todo terreno;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Todo terreno;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Todo terreno;Pasajero;De 15 a 17 a?s;Hombre;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Todo terreno;Pasajero;De 21 a 24 a?s;Hombre;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Todo terreno;Pasajero;De 50 a 54 a?s;Mujer;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Turismo;Conductor;De 35 a 39 a?s;Mujer;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Turismo;Pasajero;De 30 a 34 a?s;Hombre;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004804;12/02/2023;20:00:00;AUTOV. M-30 12RL84 INCORPORACION DE A-4 A M-30 C-2;12RL84;13;PUENTE DE VALLECAS;Colisi? m?tiple;Despejado;Turismo;Pasajero;De 30 a 34 a?s;Hombre;NULL;NULL;"442143,668";"4470817,71";N;NULL
2023S004805;12/02/2023;20:26:00;CALL. GENERAL PINTOS / PALMER;15;6;TETU?N;Atropello a persona;Despejado;Turismo;Conductor;De 35 a 39 a?s;Hombre;14;Sin asistencia sanitaria;"441302,534";"4480378,27";N;NULL
2023S004805;12/02/2023;20:26:00;CALL. GENERAL PINTOS / PALMER;15;6;TETU?N;Atropello a persona;Despejado;Turismo;Peat?;De 10 a 14 a?s;Hombre;2;Ingreso inferior o igual a 24 horas;"441302,534";"4480378,27";N;NULL
2023S004806;12/02/2023;19:45:00;AVDA. VENTISQUERO DE LA CONDESA / TORCU;50;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 35 a 39 a?s;Hombre;NULL;NULL;"439036,111";"4483075,121";N;NULL
2023S004806;12/02/2023;19:45:00;AVDA. VENTISQUERO DE LA CONDESA / TORCU;50;8;FUENCARRAL-EL PARDO;Alcance;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;NULL;NULL;"439036,111";"4483075,121";N;NULL
2023S004807;12/02/2023;21:10:00;"PLAZA. CORCUBION, 11";11;8;FUENCARRAL-EL PARDO;Alcance;NULL;Motocicleta > 125cc;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"440035,987";"4480910,326";N;NULL
2023S004807;12/02/2023;21:10:00;"PLAZA. CORCUBION, 11";11;8;FUENCARRAL-EL PARDO;Alcance;NULL;Turismo;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"440035,987";"4480910,326";N;NULL
2023S004810;12/02/2023;21:50:00;"AVDA. VALDEMARIN, 165";165;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 25 a 29 a?s;Hombre;NULL;NULL;"432717,236";"4479919,327";N;NULL
2023S004810;12/02/2023;21:50:00;"AVDA. VALDEMARIN, 165";165;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;NULL;NULL;"432717,236";"4479919,327";N;NULL
2023S004811;12/02/2023;22:00:00;"CALL. GENERAL RICARDOS, 25";25;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 25 a 29 a?s;Hombre;NULL;NULL;"438986,08";"4471959,459";N;NULL
2023S004811;12/02/2023;22:00:00;"CALL. GENERAL RICARDOS, 25";25;11;CARABANCHEL;Alcance;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"438986,08";"4471959,459";N;NULL
2023S004812;13/02/2023;0:22:00;MANUEL BECERRA 12;12;4;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 25 a 29 a?s;Hombre;14;Sin asistencia sanitaria;"443353,585";"4475525,702";N;NULL
2023S004812;13/02/2023;0:22:00;MANUEL BECERRA 12;12;4;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Conductor;De 35 a 39 a?s;Hombre;14;Sin asistencia sanitaria;"443353,585";"4475525,702";N;NULL
2023S004812;13/02/2023;0:22:00;MANUEL BECERRA 12;12;4;SALAMANCA;Atropello a persona;Despejado;Motocicleta hasta 125cc;Peat?;De 35 a 39 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"443353,585";"4475525,702";N;NULL
2023S004814;12/02/2023;23:00:00;"CALL. ADORA, 7";7;12;USERA;Alcance;Despejado;Turismo;Conductor;De 18 a 20 a?s;Hombre;1;Atenci? en urgencias sin posterior ingreso;"441476,226";"4468960,278";N;NULL
2023S004814;12/02/2023;23:00:00;"CALL. ADORA, 7";7;12;USERA;Alcance;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"441476,226";"4468960,278";N;NULL
2023S004814;12/02/2023;23:00:00;"CALL. ADORA, 7";7;12;USERA;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"441476,226";"4468960,278";N;NULL
2023S004814;12/02/2023;23:00:00;"CALL. ADORA, 7";7;12;USERA;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"441476,226";"4468960,278";N;NULL
2023S004814;12/02/2023;23:00:00;"CALL. ADORA, 7";7;12;USERA;Alcance;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"441476,226";"4468960,278";N;NULL
2023S004814;12/02/2023;23:00:00;"CALL. ADORA, 7";7;12;USERA;Alcance;Despejado;Turismo;Pasajero;De 18 a 20 a?s;Hombre;14;Sin asistencia sanitaria;"441476,226";"4468960,278";N;NULL
2023S004815;12/02/2023;22:20:00;CALL. MONTE ULIA / CALL. ROBLES;0;13;PUENTE DE VALLECAS;Ca?a;NULL;Ciclomotor;Conductor;De 25 a 29 a?s;Hombre;NULL;NULL;"443123,897";"4472020,898";N;NULL
2023S004815;12/02/2023;22:20:00;CALL. MONTE ULIA / CALL. ROBLES;0;13;PUENTE DE VALLECAS;Ca?a;NULL;Motocicleta hasta 125cc;Conductor;De 25 a 29 a?s;Hombre;NULL;NULL;"443123,897";"4472020,898";N;NULL
2023S004816;12/02/2023;22:50:00;GTA. SAN VICENTE / PASEO. ERMITA DEL SANTO;1;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Mujer;NULL;NULL;"438896,158";"4474602,532";N;NULL
2023S004816;12/02/2023;22:50:00;GTA. SAN VICENTE / PASEO. ERMITA DEL SANTO;1;9;MONCLOA-ARAVACA;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;NULL;NULL;"438896,158";"4474602,532";N;NULL
2023S004817;12/02/2023;23:00:00;"PASEO. RECOLETOS, 37";37;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 30 a 34 a?s;Hombre;NULL;NULL;"441398,831";"4475063,288";N;NULL
2023S004817;12/02/2023;23:00:00;"PASEO. RECOLETOS, 37";37;1;CENTRO;Alcance;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;NULL;NULL;"441398,831";"4475063,288";N;NULL
2023S004819;13/02/2023;6:05:00;"AUTOV. M-30, 32RC50 SALIDA M-11";32RC47;15;CIUDAD LINEAL;Choque contra obst?ulo fijo;Despejado;Todo terreno;Conductor;De 45 a 49 a?s;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"443243,792";"4481695,873";S;NULL
2023S004820;13/02/2023;7:15:00;AVDA. MONTE IGUELDO / CALL. ARGENTE;43;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"443206,913";"4471800,677";N;NULL
2023S004820;13/02/2023;7:15:00;AVDA. MONTE IGUELDO / CALL. ARGENTE;43;13;PUENTE DE VALLECAS;Atropello a persona;Despejado;Turismo;Peat?;De 25 a 29 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"443206,913";"4471800,677";N;NULL
2023S004821;13/02/2023;8:15:00;"PASEO. DELICIAS, 44A";44A;2;ARGANZUELA;Ca?a;Despejado;Motocicleta hasta 125cc;Conductor;De 60 a 64 a?s;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"441112,737";"4472694,659";N;NULL
2023S004822;13/02/2023;7:43:00;CALL. ARTE MUDEJAR DE TERUEL / CALL. PRADO MERINERO;11;11;CARABANCHEL;Colisi? m?tiple;Despejado;Cami? r?ido;Conductor;Desconocido;Desconocido;NULL;NULL;"435921,732";"4468317,107";N;NULL
2023S004822;13/02/2023;7:43:00;CALL. ARTE MUDEJAR DE TERUEL / CALL. PRADO MERINERO;11;11;CARABANCHEL;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"435921,732";"4468317,107";N;NULL
2023S004822;13/02/2023;7:43:00;CALL. ARTE MUDEJAR DE TERUEL / CALL. PRADO MERINERO;11;11;CARABANCHEL;Colisi? m?tiple;Despejado;Turismo;Conductor;Desconocido;Desconocido;NULL;NULL;"435921,732";"4468317,107";N;NULL
2023S004823;13/02/2023;7:50:00;"PLAZA. OBRADOIRO, 0";0;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Furgoneta;Conductor;De 35 a 39 a?s;Mujer;14;Sin asistencia sanitaria;"443695,054";"4484929,32";N;NULL
2023S004823;13/02/2023;7:50:00;"PLAZA. OBRADOIRO, 0";0;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 50 a 54 a?s;Mujer;14;Sin asistencia sanitaria;"443695,054";"4484929,32";N;NULL
2023S004823;13/02/2023;7:50:00;"PLAZA. OBRADOIRO, 0";0;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 15 a 17 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"443695,054";"4484929,32";N;NULL
2023S004824;13/02/2023;9:03:00;"CALL. MARQUES DE VIANA, 43";43;6;TETU?N;Atropello a persona;Despejado;Furgoneta;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"440507,144";"4479311,568";N;NULL
2023S004824;13/02/2023;9:03:00;"CALL. MARQUES DE VIANA, 43";43;6;TETU?N;Atropello a persona;Despejado;Furgoneta;Peat?;De 40 a 44 a?s;Mujer;14;Sin asistencia sanitaria;"440507,144";"4479311,568";N;NULL
2023S004824;13/02/2023;9:03:00;"CALL. MARQUES DE VIANA, 43";43;6;TETU?N;Atropello a persona;Despejado;Furgoneta;Peat?;De 6 a 9 a?s;Mujer;1;Atenci? en urgencias sin posterior ingreso;"440507,144";"4479311,568";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Furgoneta;Conductor;De 30 a 34 a?s;Hombre;14;Sin asistencia sanitaria;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Furgoneta;Conductor;De 55 a 59 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Furgoneta;Pasajero;De 35 a 39 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Furgoneta;Pasajero;De 35 a 39 a?s;Hombre;14;Sin asistencia sanitaria;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 40 a 44 a?s;Mujer;14;Sin asistencia sanitaria;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 50 a 54 a?s;Hombre;14;Sin asistencia sanitaria;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 50 a 54 a?s;Hombre;14;Sin asistencia sanitaria;"437132,932";"4477893,435";N;NULL
2023S004825;13/02/2023;8:05:00;"AUTOV. M-30, 22NC40";22NC40;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Pasajero;De 40 a 44 a?s;Mujer;14;Sin asistencia sanitaria;"437132,932";"4477893,435";N;NULL
2023S004827;13/02/2023;8:40:00;"CALL. PIRINEOS, 55";55;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Conductor;De 30 a 34 a?s;Mujer;14;Sin asistencia sanitaria;"439112,239";"4478326,697";N;NULL
2023S004827;13/02/2023;8:40:00;"CALL. PIRINEOS, 55";55;9;MONCLOA-ARAVACA;Atropello a persona;Despejado;Turismo;Peat?;De 35 a 39 a?s;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"439112,239";"4478326,697";N;NULL
2023S004829;13/02/2023;11:05:00;CALL. AGUILON / AGUILON;5;2;ARGANZUELA;Alcance;Despejado;Furgoneta;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"440444,496";"4472128,58";N;NULL
2023S004829;13/02/2023;11:05:00;CALL. AGUILON / AGUILON;5;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 50 a 54 a?s;Hombre;NULL;NULL;"440444,496";"4472128,58";N;NULL
2023S004830;13/02/2023;9:15:00;CALL. VALENCIA DE DON JUAN / CALL. ALFREDO MARQUERIE;3;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"440589,386";"4482093,587";N;NULL
2023S004830;13/02/2023;9:15:00;CALL. VALENCIA DE DON JUAN / CALL. ALFREDO MARQUERIE;3;8;FUENCARRAL-EL PARDO;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 65 a 69 a?s;Hombre;14;Sin asistencia sanitaria;"440589,386";"4482093,587";N;NULL
2023S004831;13/02/2023;10:00:00;AUTOV. M-30 / M-30 C2 CENTRAL PK 8.600;08VA60;14;MORATALAZ;Colisi? m?tiple;Despejado;Turismo;Conductor;De 35 a 39 a?s;Hombre;14;Sin asistencia sanitaria;"443683,633";"4473380,088";N;NULL
2023S004831;13/02/2023;10:00:00;AUTOV. M-30 / M-30 C2 CENTRAL PK 8.600;08VA60;14;MORATALAZ;Colisi? m?tiple;Despejado;Turismo;Conductor;De 35 a 39 a?s;Mujer;7;Asistencia sanitaria s?o en el lugar del accidente;"443683,633";"4473380,088";N;NULL
2023S004831;13/02/2023;10:00:00;AUTOV. M-30 / M-30 C2 CENTRAL PK 8.600;08VA60;14;MORATALAZ;Colisi? m?tiple;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"443683,633";"4473380,088";N;NULL
2023S004832;13/02/2023;11:45:00;CALL. FUENTELENCINA / FUENCEMI;15;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"451550,121";"4477746,397";N;NULL
2023S004832;13/02/2023;11:45:00;CALL. FUENTELENCINA / FUENCEMI;15;20;SAN BLAS-CANILLEJAS;Atropello a persona;Despejado;Turismo;Peat?;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"451550,121";"4477746,397";N;NULL
2023S004834;12/02/2023;13:50:00;"CALL. COSTA VERDE, 24";24;6;TETU?N;Colisi? lateral;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;NULL;NULL;"440920,646";"4480106,515";N;NULL
2023S004834;12/02/2023;13:50:00;"CALL. COSTA VERDE, 24";24;6;TETU?N;Colisi? lateral;Despejado;Turismo;Conductor;De 55 a 59 a?s;Hombre;NULL;NULL;"440920,646";"4480106,515";N;NULL
2023S004835;10/02/2023;13:00:00;"CALL. INFANTA MERCEDES, 96";96;6;TETU?N;Atropello a animal;Despejado;Turismo;Conductor;De 55 a 59 a?s;Mujer;NULL;NULL;"441225,847";"4479459,201";N;NULL
2023S004836;13/02/2023;12:50:00;"PASEO. CASTELLANA, 141";141;6;TETU?N;Alcance;Despejado;Motocicleta > 125cc;Conductor;De 55 a 59 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"441495,91";"4479015,818";N;NULL
2023S004836;13/02/2023;12:50:00;"PASEO. CASTELLANA, 141";141;6;TETU?N;Alcance;Despejado;Turismo;Conductor;De 45 a 49 a?s;Mujer;14;Sin asistencia sanitaria;"441495,91";"4479015,818";N;NULL
2023S004837;13/02/2023;11:30:00;"AUTOV. M-30, 19NC88";19NC88;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 35 a 39 a?s;Mujer;14;Sin asistencia sanitaria;"437682,662";"4475434,979";N;NULL
2023S004837;13/02/2023;11:30:00;"AUTOV. M-30, 19NC88";19NC88;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 50 a 54 a?s;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"437682,662";"4475434,979";N;NULL
2023S004837;13/02/2023;11:30:00;"AUTOV. M-30, 19NC88";19NC88;9;MONCLOA-ARAVACA;Colisi? m?tiple;Despejado;Turismo;Conductor;De 60 a 64 a?s;Hombre;14;Sin asistencia sanitaria;"437682,662";"4475434,979";N;NULL
2023S004838;13/02/2023;10:45:00;PASEO. GENERAL MARTINEZ CAMPOS / CASTELLA;55;7;CHAMBER?;Colisi? fronto-lateral;Despejado;Motocicleta > 125cc;Conductor;De 40 a 44 a?s;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;"441566,521";"4476303,067";N;NULL
2023S004838;13/02/2023;10:45:00;PASEO. GENERAL MARTINEZ CAMPOS / CASTELLA;55;7;CHAMBER?;Colisi? fronto-lateral;Despejado;Turismo;Conductor;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"441566,521";"4476303,067";N;NULL
2023S004838;13/02/2023;10:45:00;PASEO. GENERAL MARTINEZ CAMPOS / CASTELLA;55;7;CHAMBER?;Colisi? fronto-lateral;Despejado;Turismo;Pasajero;De 21 a 24 a?s;Hombre;14;Sin asistencia sanitaria;"441566,521";"4476303,067";N;NULL
2023S004839;13/02/2023;14:00:00;CALL. GENOVA / PASEO. RECOLETOS;31;7;CHAMBER?;Colisi? lateral;NULL;Turismo;Conductor;De 45 a 49 a?s;Hombre;14;Sin asistencia sanitaria;"441408,971";"4475140,981";N;NULL
2023S004839;13/02/2023;14:00:00;CALL. GENOVA / PASEO. RECOLETOS;31;7;CHAMBER?;Colisi? lateral;NULL;Turismo;Conductor;De 70 a 74 a?s;Hombre;14;Sin asistencia sanitaria;"441408,971";"4475140,981";N;NULL
2023S004840;13/02/2023;14:40:00;"PASEO. DELICIAS, 88";88;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 40 a 44 a?s;Hombre;14;Sin asistencia sanitaria;"441076,384";"4472151,788";N;NULL
2023S004840;13/02/2023;14:40:00;"PASEO. DELICIAS, 88";88;2;ARGANZUELA;Alcance;Despejado;Turismo;Conductor;De 45 a 49 a?s;Hombre;7;Asistencia sanitaria s?o en el lugar del accidente;"441076,384";"4472151,788";N;NULL
